,app_name,Apple Genre,Apple Rating,Apple Reviews,Google Genre,Google Rating,Google Reviews
1137,Five Nights at Freddy's,Games,4.63314,12397,GAME,4.6,100805
1138,Five Nights at Freddy's 2,Games,4.64103,6708,FAMILY,4.6,73919
1139,Five Nights at Freddy's 3,Games,4.55211,6006,GAME,4.7,27856
1140,Five Nights at Freddy's 4,Games,4.61361,8877,GAME,4.6,21266
1141,Five Nights at Freddy's: SL,Games,4.45286,8709,GAME,4.5,16162
1142,Ambulance Simulator 3D,Games,3.90909,55,FAMILY,3.9,29415
1143,Marked by King Bs,Games,4.46633,2391,FAMILY,4.6,70335
1144,Retro City Rampage DX,Games,0.0,0,GAME,4.7,416
1145,Disney Heroes: Battle Mode,Games,4.57799,38492,GAME,4.6,102107
1146,Hitman GO,Games,4.68266,1667,FAMILY,4.6,84114
1147,Hitman Sniper,Games,4.75643,6257,GAME,4.6,408292
1148,Strava.cz,Food & Drink,4.75,12,SHOPPING,4.3,2221
1149,Texas Holdem Poker,Games,4.14716,2392,GAME,4.0,127831
1150,Extreme Motorbike Jump 3D,Games,4.39572,187,FAMILY,4.0,94308
1151,Cut the Rope GOLD,Games,4.84568,1147,FAMILY,4.6,61264
1152,Nuke Em All,Games,3.35047,214,FAMILY,3.4,2714
1153,Beauty Rental Shop,Games,4.60519,385,FAMILY,4.6,11480
1154,MARVEL Future Fight,Games,4.43145,60911,FAMILY,4.6,2354042
1155,D-H Pharmacy,Lifestyle,3.89474,19,LIFESTYLE,5.0,6
1156,Da Fit,Health & Fitness,3.33028,218,SPORTS,3.5,1151
1157,Daily Ab Workout,Health & Fitness,4.79628,1075,HEALTH_AND_FITNESS,4.6,2901
1158,H Band,Health & Fitness,3.07456,845,HEALTH_AND_FITNESS,4.0,214
1159,Hole.io,Games,4.61825,1887798,GAME,4.2,145353
1160,Baby Name Together,Lifestyle,4.56372,204,PARENTING,4.0,464
1161,Calcium Pro,Medical,4.79884,691,MEDICAL,3.4,77
1162,Rhythm Patrol,Games,4.61842,76,FAMILY,4.3,4207
1163,Cute Pet Puppies,Games,4.75,4,FAMILY,4.0,10447
1164,STARZ,Entertainment,4.82207,306854,ENTERTAINMENT,4.3,88185
1165,Garmin Connect™,Health & Fitness,4.41348,28168,HEALTH_AND_FITNESS,3.9,232153
1166,CATS: Crash Arena Turbo Stars,Games,4.81126,327657,GAME,4.7,1559650
1167,Calorie Counter - MyNetDiary,Health & Fitness,4.78439,30365,HEALTH_AND_FITNESS,4.5,27439
1168,Cutie Cubies,Entertainment,4.64078,103,FAMILY,4.4,6356
1169,CW Seed,Entertainment,2.85729,3959,ENTERTAINMENT,4.5,16372
1170,CW Seed,Entertainment,2.85729,3959,FAMILY,4.5,16391
1171,Steam: Rails to Riches,Games,4.36154,130,FAMILY,4.2,214
1172,CX-10DS,Games,3.5,4,FAMILY,3.4,12
1173,CX-10WiFi,Entertainment,2.57894,19,FAMILY,4.0,1419
1174,CX-37,Games,0.0,0,FAMILY,3.9,13
1175,CX-60,Entertainment,1.5,8,FAMILY,3.1,19
1176,Angry Birds 2,Games,4.63743,970136,GAME,4.6,3883589
1177,Angry Birds 2,Games,4.63743,970136,FAMILY,4.6,3881752
1178,Angry Birds Blast,Games,4.62645,33479,FAMILY,4.6,253115
1179,Angry Birds Evolution,Games,4.57324,44205,FAMILY,4.5,384602
1180,Geocaching®,Navigation,4.79343,34913,HEALTH_AND_FITNESS,4.1,62616
1181,LINE I Love Coffee,Games,2.8993100000000003,288,FAMILY,4.0,250257
1182,Flat Pack,Games,4.70615,4203,GAME,4.4,862
1183,GUN ZOMBIE,Games,3.78743,334,GAME,4.4,243121
1184,Lineage 2: Revolution,Games,4.52741,29328,GAME,4.2,187972
1185,Cardinal Glennon ER Reference,Medical,4.5,2,MEDICAL,4.2,19
1186,GlassesOff,Medical,2.47748,111,MEDICAL,3.5,1288
1187,Baritastic - Bariatric Tracker,Medical,4.79523,36441,MEDICAL,4.7,4318
1188,Feel Performer,Health & Fitness,2.0,5,COMMUNICATION,2.2,62
1189,Tic Tac Toe,Games,3.0,5,FAMILY,4.1,6007
1190,Don't Starve: Pocket Edition,Games,4.5296,2517,GAME,4.4,17988
1191,Don't Starve: Shipwrecked,Games,4.15127,628,GAME,4.1,1468
1192,Flight Simulator: Fly Plane 3D,Games,1.0,1,FAMILY,4.0,660613
1193,"Ideal Weight, BMI Calculator",Health & Fitness,0.0,0,HEALTH_AND_FITNESS,4.2,112384
1194,Nemours CareConnect,Medical,4.92643,5682,MEDICAL,4.4,65
1195,Fever,Medical,5.0,1,EVENTS,4.0,20611
1196,Big Hunter,Games,4.59296,3184,GAME,4.3,245455
1197,Pet Beauty Salon,Games,3.46667,30,FAMILY,3.8,20292
1198,Castlight Mobile,Health & Fitness,4.74017,39135,MEDICAL,3.7,529
1199,Davis's Drug Guide,Medical,4.83797,3524,MEDICAL,3.9,272
1200,SimCity BuildIt,Games,4.00487,34324,FAMILY,4.5,4218587
1201,Pain Tracker & Diary,Medical,4.93333,15,MEDICAL,4.3,3
1202,EF Coach,Health & Fitness,3.75,8,HEALTH_AND_FITNESS,4.8,17
1203,Riptide GP: Renegade,Games,4.63952,663,GAME,4.7,4328
1204,Honkai Impact 3rd,Games,4.72771,33832,GAME,4.7,59017
1205,Cerebral Palsy,Health & Fitness,0.0,0,MEDICAL,4.4,38
1206,RISK: Global Domination,Games,4.74495,118678,FAMILY,4.0,68559
1207,Samsung Health,Health & Fitness,4.58364,20960,HEALTH_AND_FITNESS,4.3,480208
1208,OmniMedix Medical Calculator,Medical,4.35714,14,MEDICAL,4.7,25
1209,CF Townsville,Health & Fitness,0.0,0,HEALTH_AND_FITNESS,5.0,4
1210,Vi Trainer,Health & Fitness,4.62306,902,HEALTH_AND_FITNESS,3.6,124
1211,We're Working Out - Al Kavadlo,Health & Fitness,4.8,250,HEALTH_AND_FITNESS,4.3,979
1212,Paramedic Protocol Provider,Medical,3.63333,30,MEDICAL,4.5,171
1213,Horror Hospital,Games,3.44444,45,GAME,3.7,63986
1214,Weight Loss Running by Verv,Health & Fitness,4.63609,83443,HEALTH_AND_FITNESS,4.5,27393
1215,Weight Loss Running by Verv,Health & Fitness,4.63609,83443,HEALTH_AND_FITNESS,4.5,27396
1216,Recognise Foot,Medical,4.5,8,MEDICAL,4.2,9
1217,BELONG Beating Cancer Together,Health & Fitness,4.86367,2318,MEDICAL,4.7,623
1218,OneTouch Reveal,Medical,4.75854,81417,MEDICAL,3.9,6266
1219,Looper!,Games,4.64198,256577,GAME,4.6,48256
1220,Patient Portal,Health & Fitness,1.66667,6,MEDICAL,2.8,66
1221,High Blood Pressure,Medical,0.0,0,MEDICAL,3.8,4
1222,Drag'n'Boom,Games,4.85156,16236,GAME,4.8,133180
1223,OptumRx,Medical,3.85115,11105,MEDICAL,3.4,1838
1224,Dragon Hills,Games,4.67027,1389,GAME,4.5,354373
1225,Relax Melodies P: Sleep Sounds,Health & Fitness,4.78069,6297,HEALTH_AND_FITNESS,4.8,19543
1226,Relax Melodies: Sleep Sounds,Health & Fitness,0.0,0,HEALTH_AND_FITNESS,4.5,233243
1227,Relax Melodies: Sleep Sounds,Health & Fitness,4.7698,227379,HEALTH_AND_FITNESS,4.5,233243
1228,Dragon Nest M,Games,3.68647,791,FAMILY,4.6,11872
1229,DRAGON QUEST,Games,4.50286,350,FAMILY,4.2,9659
1230,DRAGON QUEST II,Games,4.45802,131,FAMILY,4.5,2576
1231,DRAGON QUEST III,Games,4.39286,140,FAMILY,4.2,1661
1232,DRAGON QUEST IV,Games,4.45918,98,FAMILY,4.7,1647
1233,DRAGON QUEST V,Games,4.62016,129,FAMILY,4.7,1667
1234,DRAGON QUEST VI,Games,4.12903,62,FAMILY,4.4,3358
1235,DRAGON QUEST VIII,Games,3.83986,281,FAMILY,4.5,7812
1236,Pedi STAT,Medical,4.34286,35,MEDICAL,4.6,129
1237,Relaxing Sounds,Health & Fitness,0.0,0,HEALTH_AND_FITNESS,4.6,4642
1238,PewDiePie's Tuber Simulator,Games,4.89403,194991,FAMILY,4.8,1499466
1239,White Noise Baby,Lifestyle,4.79189,1307,LIFESTYLE,4.5,10544
1240,White Noise for Baby,Health & Fitness,5.0,17,PARENTING,4.9,717
1241,White Noise Lite,Health & Fitness,0.0,0,HEALTH_AND_FITNESS,4.4,57634
1242,White Noise Lite,Health & Fitness,4.82162,144997,HEALTH_AND_FITNESS,4.4,57634
1243,Love Nikki-Dress UP Queen,Games,4.53156,64591,GAME,4.4,212524
1244,Love Signal: D-Mate,Games,3.41259,143,FAMILY,4.3,1895
1245,Home Workout - No Equipment,Health & Fitness,4.93525,417,HEALTH_AND_FITNESS,4.8,428156
1246,Home Workout - No Equipment,Health & Fitness,4.93525,417,HEALTH_AND_FITNESS,4.8,432160
1247,Loved by King Bs,Games,4.36425,442,FAMILY,4.6,5546
1248,Draw N Guess Multiplayer,Games,4.03374,1630,GAME,3.9,29505
1249,FitConsole,Health & Fitness,1.5,6,HEALTH_AND_FITNESS,2.6,219
1250,Binaural Beats Meditation,Health & Fitness,3.0,2,LIBRARIES_AND_DEMO,4.3,411
1251,BioLife Plasma Services,Medical,2.28571,399,MEDICAL,3.5,250
1252,WomanLog Calendar,Health & Fitness,4.63603,544,HEALTH_AND_FITNESS,4.5,121838
1253,Subway Surfers,Games,4.61929,1341151,GAME,4.5,27722264
1254,Subway Surfers,Games,4.61929,1341151,GAME,4.5,27723193
1255,Subway Surfers,Games,4.61929,1341151,GAME,4.5,27724094
1256,Subway Surfers,Games,4.61929,1341151,GAME,4.5,27725352
1257,Subway Surfers,Games,4.61929,1341151,GAME,4.5,27711703
1258,Philips Hue,Lifestyle,4.51707,36036,LIFESTYLE,3.1,10006
1259,Workout Trainer: fitness coach,Health & Fitness,4.74271,6930,HEALTH_AND_FITNESS,4.2,100406
1260,Rolling Sky,Games,4.38106,71689,GAME,4.5,1117212
1261,HPlus,Health & Fitness,2.46429,28,HEALTH_AND_FITNESS,2.9,1786
1262,Blood Glucose Tracker,Medical,2.0,1,HEALTH_AND_FITNESS,4.6,9612
1263,Nursing Central,Medical,4.838,6704,MEDICAL,4.3,168
1264,CHRONO TRIGGER (Upgrade Ver.),Games,4.45455,814,FAMILY,3.8,11250
1265,Blood Pressure Companion,Medical,4.38129,1251,MEDICAL,4.2,178
1266,Blood Pressure(BP) Diary,Health & Fitness,5.0,1,MEDICAL,3.7,3596
1267,AF Hydro,Health & Fitness,3.0,4,HEALTH_AND_FITNESS,2.0,136
1268,Rolly Vortex,Games,4.59774,312501,GAME,4.4,98123
1269,Mayo Clinic,Medical,3.60677,1536,MEDICAL,4.3,2218
1270,MbH BM,Medical,0.0,0,MEDICAL,1.0,1
1271,MbH BP,Medical,3.5,2,MEDICAL,3.7,9
1272,Piczle Lines DX,Games,4.77778,72,FAMILY,4.6,281
1273,Luxury Car Simulator,Games,4.32951,349,FAMILY,3.9,35989
1274,Summoners War,Games,4.23187,30030,GAME,4.3,2045554
1275,Blue CareOnDemand,Medical,4.91805,5186,MEDICAL,4.4,163
1276,Blackjack,Games,4.65006,136079,GAME,4.3,52199
1277,Rope Hero 3,Games,3.19753,81,GAME,4.4,45871
1278,Rope Hero: Vice Town,Games,4.06358,755,GAME,4.4,452589
1279,Super AR,Entertainment,3.33333,15,FAMILY,3.8,410
1280,Sleeping Delivery,Games,4.58575,927,FAMILY,4.6,19640
1281,Rope'n'Fly 3 - Dusk Till Dawn,Games,4.31887,853,GAME,4.0,166033
1282,Rope'n'Fly 4,Games,4.1495,1204,GAME,4.1,234606
1283,ScriptSave WellRx Rx Discounts,Medical,4.81768,3971,MEDICAL,3.8,700
1284,Driving Zone,Games,4.07097,620,GAME,4.2,51791
1285,Exposure Ed,Health & Fitness,4.0,12,MEDICAL,3.0,2
1286,CA Speakers,Lifestyle,4.77778,9,LIFESTYLE,5.0,12
1287,Tomb of the Mask,Games,4.66883,1053330,GAME,4.1,55380
1288,Super Jabber Jump,Games,4.35794,989,GAME,4.3,85882
1289,Baby Monitor,Lifestyle,1.4,10,PARENTING,4.4,5343
1290,Lose Weight in 30 Days,Health & Fitness,4.82031,128,HEALTH_AND_FITNESS,4.8,220125
1291,Toon Blast,Games,4.71175,2119062,GAME,4.7,1351068
1292,Toon Blast,Games,4.71175,2119062,GAME,4.7,1351089
1293,Toon Blast,Games,4.71175,2119062,GAME,4.7,1351771
1294,Royale Tournaments,Productivity,4.09091,88,FAMILY,4.4,2420
1295,RPG Dragon Lapis,Games,4.78688,610,FAMILY,4.6,13492
1296,SuperBikers 2,Games,3.75,4,GAME,3.9,6200
1297,Self Healing,Health & Fitness,3.66667,3,HEALTH_AND_FITNESS,4.5,14394
1298,AC Freedom,Lifestyle,2.76923,65,BUSINESS,3.5,537
1299,AC WIFI,Lifestyle,1.85714,7,TOOLS,3.6,41
1300,Block Gun 3D: Haunted Hollow,Games,3.51316,76,GAME,3.8,16282
1301,Badische Zeitung,News,4.0,8,NEWS_AND_MAGAZINES,3.9,262
1302,Block Puzzle - Wood Legend,Games,4.59115,384,FAMILY,4.4,318867
1303,Forgotten Hill Mementoes,Games,4.67123,73,GAME,4.6,2027
1304,Forgotten Hill: Fall,Games,4.03448,58,GAME,4.4,1063
1305,Forgotten Hill: Puppeteer,Games,4.55999,50,GAME,4.5,2917
1306,Forgotten Hill: Surgery,Games,4.21429,56,GAME,4.5,2431
1307,Mental Hospital V,Games,3.73333,15,GAME,4.2,2460
1308,Meditation Studio,Health & Fitness,4.80147,8694,HEALTH_AND_FITNESS,4.6,1026
1309,Brain Waves - Binaural Beats,Health & Fitness,0.0,0,HEALTH_AND_FITNESS,4.4,5038
1310,Merge Dragons!,Games,4.74207,310923,GAME,4.5,214777
1311,Merge Dragons!,Games,4.74207,310923,GAME,4.5,214819
1312,World at War: WW2 Strategy MMO,Games,4.30199,1308,FAMILY,4.3,107765
1313,FP Runner,Games,5.0,1,GAME,3.7,38
1314,Florida Blue,Health & Fitness,1.77273,66,HEALTH_AND_FITNESS,3.2,499
1315,G-Homa,Lifestyle,1.0,2,LIFESTYLE,3.1,777
1316,Surprise Eggs,Games,3.88312,308,FAMILY,3.9,81543
1317,G-SHOCK Connected,Utilities,4.74176,6676,LIFESTYLE,3.0,543
1318,H Pack,Lifestyle,3.0,1,LIFESTYLE,4.3,9412
1319,Dexcom G6,Medical,2.94808,3987,MEDICAL,3.0,45
1320,MedStar eVisit,Medical,4.94423,7100,MEDICAL,4.5,20
1321,Survival Run with Bear Grylls,Games,4.71274,369,GAME,4.2,128579
1322,Breathing Zone,Health & Fitness,4.61038,906,MEDICAL,4.6,319
1323,Diabetes:M,Medical,4.55931,826,MEDICAL,4.6,15545
1324,Diabetes:M,Medical,4.55931,826,MEDICAL,4.6,15537
